alias	existing_or_reason	candidate_target	source
HOX4	multiple_targets	HOXD1|HOXD10|HOXD11|HOXD3|HOXD4|HOXD8|HOXD9	hgnc_prev_symbol
HP	current_symbol	DLC1	hgnc_alias_symbol
HPCA	current_symbol	CACNA1A	hgnc_alias_symbol
HPF1	current_symbol	ZNF83	hgnc_alias_symbol
HPIP	multiple_targets	HCFC1R1|PBXIP1	hgnc_alias_symbol
HPR	current_symbol	MT-HPR	hgnc_alias_symbol
HPS	HPS1	FGL1	hgnc_alias_symbol
HPS2	multiple_targets	AP3B1|TFF1	hgnc_alias_symbol
HRAS1	HRAS	RASSF7	hgnc_alias_symbol
HREP	multiple_targets	FBXW10|FBXW10B	hgnc_alias_symbol
HRG	current_symbol	NRG1	hgnc_alias_symbol
HRG4	multiple_targets	NRG4|UNC119	hgnc_alias_symbol
HRH1	current_symbol	DHX8	hgnc_alias_symbol
HRH2	current_symbol	DHX15	hgnc_alias_symbol
HRMT1L3	multiple_targets	PRMT3|PRMT8	hgnc_prev_symbol
HS1	multiple_targets	EEF1A2|HCLS1|YWHAQ	hgnc_alias_symbol
HS3ST5	current_symbol	HS3ST6	hgnc_prev_symbol
HSD17	multiple_targets	HSD17B1|HSD17B2	hgnc_alias_symbol
HSD17B7	current_symbol	HSD17B7P2	hgnc_alias_symbol
HSDJ0798C17	multiple_targets	OR2A7|OR2A9P	hgnc_alias_symbol
HSPCA	HSP90AA1	HSP90AA2P	hgnc_alias_symbol
HSS	multiple_targets	GFER|PANK2|SGSH|SPAG9	hgnc_alias_symbol
HSST2	multiple_targets	NDST2|SULT2B1	hgnc_alias_symbol
HSTF1	FGF4	HSF1	hgnc_alias_symbol
HTR3	HTR3A	CCT6A	hgnc_alias_symbol
HTRA3	current_symbol	CAPN5	hgnc_alias_symbol
HTT	current_symbol	SLC6A4	hgnc_prev_symbol
HTT	current_symbol	SLC6A4	hgnc_withdrawn
HXBL	multiple_targets	TNXA|TNXB	hgnc_alias_symbol
HYDINP1	current_symbol	HYDIN2	hgnc_prev_symbol
HZF2	multiple_targets	NR1D2|ZNF267	hgnc_alias_symbol
IAP	multiple_targets	ALPI|CD47|IAPP|MAGT1	hgnc_alias_symbol
IBP	multiple_targets	DEF6|TSPO	hgnc_alias_symbol
IBP1	multiple_targets	IGBP1|IGFBP1	hgnc_prev_symbol
ICIS	multiple_targets	MTUS1|MTUS2	hgnc_alias_symbol
ICln	multiple_targets	CLNS1A|CLNS1AP1	hgnc_alias_symbol
IDD	multiple_targets	COL9A3|DGCR2	hgnc_alias_symbol
IDDM1	INS	HLA-DQB1	hgnc_alias_symbol
IF	CFI	CBLIF	hgnc_alias_symbol
IFN-alphaI	multiple_targets	IFNA17|IFNA21	hgnc_alias_symbol
IFNA13	current_symbol	IFNA1	hgnc_alias_symbol
IGER	MS4A2	PHF11	hgnc_alias_symbol
IGFBP-3R	multiple_targets	LRP1|TMEM219	hgnc_alias_symbol
IGHV4-3	multiple_targets	IGHV4-30-2|IGHV4-30-4	hgnc_alias_symbol
IGLC	multiple_targets	IGLC1|IGLC2|IGLC3|IGLC4|IGLC5|IGLC6	hgnc_prev_symbol
IGO1	GSTP1P1	IGKV1OR2-108	hgnc_alias_symbol
IK	current_symbol	KCNN4	hgnc_alias_symbol
IL-20	multiple_targets	IL17B|IL20	hgnc_alias_symbol
IL-21	multiple_targets	IL17C|IL21|IL22	hgnc_alias_symbol
IL-25	multiple_targets	IL25|MYDGF	hgnc_alias_symbol
IL-27	multiple_targets	IL17D|IL27|MYDGF	hgnc_alias_symbol
IL1RA	IL1R1	IL1RN	hgnc_alias_symbol
IL25	current_symbol	MYDGF	hgnc_alias_symbol
IL27	current_symbol	IL17D	hgnc_alias_symbol
IL27	current_symbol	MYDGF	hgnc_prev_symbol
ILWEQ	multiple_targets	HIP1|HIP1R|TLN1|TLN2	hgnc_alias_symbol
IMP1	multiple_targets	HM13|IGF2BP1	hgnc_alias_symbol
IMP2	multiple_targets	IMMP2L|SPPL3	hgnc_alias_symbol
IMP3	current_symbol	IGF2BP3|SPPL2A	hgnc_alias_symbol
IMP4	current_symbol	SPPL2B	hgnc_alias_symbol
ING2	current_symbol	INGX	hgnc_prev_symbol
INPP5E	current_symbol	PMPCA	hgnc_prev_symbol
INT1	WNT1	INTS1	hgnc_alias_symbol
INT2	FGF3	INTS2	hgnc_alias_symbol
INT3	NOTCH4	INTS3	hgnc_alias_symbol
INT4	WNT3	INTS4	hgnc_alias_symbol
INT6	EIF3E	INTS6	hgnc_alias_symbol
IP	multiple_targets	ATP5IF1|PTGIR	hgnc_alias_symbol
IPO3	multiple_targets	SLAMF1|TNPO2	hgnc_alias_symbol
IPOB	multiple_targets	KPNB1|SOD2	hgnc_alias_symbol
IQCH	current_symbol	SPATA17	hgnc_alias_symbol
IRAP	multiple_targets	IL1RN|LNPEP	hgnc_alias_symbol
ISO1	multiple_targets	EIF1|SRR	hgnc_alias_symbol
ISWI	multiple_targets	SMARCA1|SMARCA5	hgnc_alias_symbol
ISY1	current_symbol	RAB43	hgnc_alias_symbol
J1	multiple_targets	IGKJ1|TRGJ1	hgnc_alias_symbol
J2	multiple_targets	IGKJ2|TRGJ2	hgnc_alias_symbol
JDP1	multiple_targets	BATF3|DNAJC12	hgnc_alias_symbol
JP1	multiple_targets	JPH1|TRGJP1	hgnc_alias_symbol
JP2	multiple_targets	JPH2|TRGJP2	hgnc_alias_symbol
JTK5	multiple_targets	RYK|RYKP1	hgnc_alias_symbol
K-REV	multiple_targets	RAP1B|RAP2A	hgnc_alias_symbol
K12	multiple_targets	KRT12|SECTM1	hgnc_alias_symbol
K13	multiple_targets	KCNG1|KRT13	hgnc_alias_symbol
K7	multiple_targets	KRT7|RBPJP4	hgnc_alias_symbol
KAL	ANOS1	SERPINA4	hgnc_alias_symbol
KAP	multiple_targets	CDKN3|NAPSA	hgnc_alias_symbol
KAP-1	multiple_targets	KIFAP3|TRIM28	hgnc_alias_symbol
KAT3	multiple_targets	KYAT3|RBMXL1	hgnc_alias_symbol
KAT4	multiple_targets	GOT2|TAF1	hgnc_alias_symbol
KCNMB2	current_symbol	KCNMB3	hgnc_prev_symbol
KGA	multiple_targets	GLS|KCNJ3	hgnc_alias_symbol
KIAA0172	multiple_targets	KANK1|KANK4	hgnc_alias_symbol
KIAA0229	multiple_targets	ANKS1A|TCP11	hgnc_alias_symbol
KIAA0266	UTP14C	ALG11	hgnc_alias_symbol
KIAA0351	multiple_targets	RALGPS1|RALGPS2	hgnc_alias_symbol
KIAA0563	multiple_targets	LRRC37A|LRRC37A3	hgnc_alias_symbol
KIAA0700	multiple_targets	SIN3A|SIN3B	hgnc_alias_symbol
KIAA0705	multiple_targets	ACTRT1|MAGI2	hgnc_alias_symbol
KIAA1426	multiple_targets	CRAMP1|JPT2	hgnc_alias_symbol
KIP2	multiple_targets	CDKN1C|CIB2	hgnc_alias_symbol
KIR	KIR3DL1	GEM	hgnc_alias_symbol
KIR2DL5	multiple_targets	KIR2DL5A|KIR2DL5B	hgnc_alias_symbol
KLF14	current_symbol	SP6	hgnc_alias_symbol
KLHL6	current_symbol	KLHL7	hgnc_alias_symbol
KLIP1	multiple_targets	CENPU|YIPF3	hgnc_alias_symbol
KLK3	current_symbol	KLKB1	hgnc_prev_symbol
KNTC1AP	multiple_targets	ZW10|ZWILCH	hgnc_alias_symbol
KNTC2AP	multiple_targets	MIS12|ZWINT	hgnc_alias_symbol
KOX21	multiple_targets	ZNF37A|ZNF37BP	hgnc_alias_symbol
KOX31	multiple_targets	ZNF33A|ZNF33B	hgnc_alias_symbol
KPNA7	current_symbol	KPNA6	hgnc_alias_symbol
KRT6C	current_symbol	KRT6A	hgnc_prev_symbol
KRTAP5-1	current_symbol	KRTAP5-9	hgnc_alias_symbol
KRTAP5-11	current_symbol	KRTAP5-5	hgnc_alias_symbol
KRTAP5-2	current_symbol	KRTAP5-8	hgnc_alias_symbol
KRTAP5-3	current_symbol	KRTAP5-7	hgnc_alias_symbol
KRTAP5-6	current_symbol	KRTAP5-11	hgnc_alias_symbol
KRTAP5-8	current_symbol	KRTAP5-2	hgnc_alias_symbol
KRTAP5-9	current_symbol	KRTAP5-3	hgnc_alias_symbol
KS	multiple_targets	COL18A1|OXSM	hgnc_alias_symbol
KS1	multiple_targets	CXCL14|ZNF382	hgnc_alias_symbol
KSP37	multiple_targets	FGFBP2|TMEM72	hgnc_alias_symbol
KSR	KSR1	CNKSR1	hgnc_alias_symbol
KSR2	current_symbol	CNKSR2	hgnc_alias_symbol
L11	multiple_targets	JPT2|RPL11	hgnc_alias_symbol
L12	multiple_targets	RPL12|RSL1D1	hgnc_alias_symbol
L13	multiple_targets	MRPL13|RPL13	hgnc_alias_symbol
L13A	multiple_targets	MRPL13|RPL13A	hgnc_alias_symbol
L15	multiple_targets	CCDC34|RPL15	hgnc_alias_symbol
L19	multiple_targets	IGKV1-12|RPL19|SIK3	hgnc_alias_symbol
L2	multiple_targets	PPFIBP1|ZACN	hgnc_alias_symbol
L30	multiple_targets	RPL30|RSL24D1	hgnc_alias_symbol
L5	multiple_targets	KNCN|RPL5	hgnc_alias_symbol
L6	multiple_targets	MED10|RPL6|TM4SF1	hgnc_alias_symbol
L8	multiple_targets	IGKV1-9|RPL8	hgnc_alias_symbol
L9	multiple_targets	IGKV1-8|RPL9	hgnc_alias_symbol
LACS2	multiple_targets	ACSL1|ACSL6	hgnc_alias_symbol
LAG1	CCL4	CERS1	hgnc_alias_symbol
LAGE2A	multiple_targets	CTAG1A|CTAG1B	hgnc_alias_symbol
LAM	multiple_targets	TSC1|TSC2	hgnc_alias_symbol
LAMA3	current_symbol	LAMA4	hgnc_alias_symbol
LAMB2	current_symbol	LAMC1	hgnc_prev_symbol
LAMP	multiple_targets	LAMP3|LSAMP	hgnc_alias_symbol
LAP	multiple_targets	ACP2|CEBPB|CPAP|LAP3	hgnc_alias_symbol
LAP1	multiple_targets	ANPEP|TOR1AIP1|TRAF3	hgnc_alias_symbol
LAP2	multiple_targets	ERBIN|TMPO	hgnc_alias_symbol
LAT	current_symbol	SPNS1	hgnc_alias_symbol
LAT1	multiple_targets	LAT|SLC7A5	hgnc_alias_symbol
LAT2	current_symbol	SLC7A8	hgnc_alias_symbol
LBH	current_symbol	SMIM29	hgnc_alias_symbol
LCA	GUCY2D	PTPRC	hgnc_alias_symbol
LCA10	multiple_targets	CEP290|L1CAM-AS1	hgnc_alias_symbol
LCP1	current_symbol	TOX4	hgnc_alias_symbol
LD	FMN1	EPM2A	hgnc_alias_symbol
LDB1	current_symbol	LDB2	hgnc_alias_symbol
LE	FUT3	HPS4	hgnc_alias_symbol
LEU1	CD5	DLEU1	hgnc_alias_symbol
LFA-1	multiple_targets	ITGAL|ITGB2	hgnc_alias_symbol
LGALS2	current_symbol	LGALS3	hgnc_prev_symbol
LGCR	EXT1	TRPS1	hgnc_alias_symbol
LGS	EXT1	LGSN	hgnc_alias_symbol
LGTN	current_symbol	EIF2D	hgnc_alias_symbol
LHFPL4	current_symbol	LHFPL3	hgnc_prev_symbol
LHFPL4	current_symbol	LHFPL3	hgnc_withdrawn
LIG1	current_symbol	LRIG1	hgnc_alias_symbol
LIM1	multiple_targets	LHX1|MIP	hgnc_alias_symbol
LIP1	multiple_targets	CPAP|STK11IP	hgnc_alias_symbol
LIP2	multiple_targets	ANXA2|ANXA2P3	hgnc_alias_symbol
LIPA	current_symbol	SCGB1D1	hgnc_alias_symbol
LIPB	current_symbol	SCGB1D2	hgnc_alias_symbol
LMNL1	LMNA	LMLN	hgnc_alias_symbol
lnc	multiple_targets	DHCR7-DT|SCARNA10	hgnc_alias_symbol
LNP	multiple_targets	LNPK|NUSAP1	hgnc_alias_symbol
LNP1	current_symbol	LNPK	hgnc_alias_symbol
LOR	LORICRIN	LOXL2	hgnc_alias_symbol
LPAP	multiple_targets	ACP6|PTPRCAP	hgnc_alias_symbol
LPP1	multiple_targets	PLPP1|VANGL2	hgnc_alias_symbol
LRF	multiple_targets	CREBRF|ZBTB7A	hgnc_alias_symbol
LRH-1	multiple_targets	NR5A2|P2RX5	hgnc_alias_symbol
LRP	multiple_targets	LRP1|MVP|PTPRA|RPSA	hgnc_alias_symbol
LRP1	current_symbol	C1D	hgnc_alias_symbol
LRP9	multiple_targets	LRP10|SORL1	hgnc_alias_symbol
LRRC51	current_symbol	LRTOMT	hgnc_prev_symbol
LRRN1	current_symbol	LRCH4	hgnc_prev_symbol
LSH	SLC11A1	HELLS	hgnc_alias_symbol
LST-1	multiple_targets	LST1|SLCO1B1	hgnc_alias_symbol
LTBP2	current_symbol	LTBP3	hgnc_prev_symbol
LTBP3	current_symbol	LTBP2	hgnc_prev_symbol
LY6G6D	current_symbol	LY6G6F	hgnc_prev_symbol
LYPLAL1-AS1	current_symbol	LYPLAL1-DT	hgnc_prev_symbol
M-ABC1	multiple_targets	ABCB8|ABCF2	hgnc_alias_symbol
M-ABC2	multiple_targets	ABCB10|ABCB10P1	hgnc_alias_symbol
M130	multiple_targets	CD163|PPP1R12A	hgnc_alias_symbol
MAC-1	multiple_targets	ITGAM|ITGB2	hgnc_alias_symbol
MAD	MXD1	AMPD1	hgnc_alias_symbol
MAD1	multiple_targets	MAD1L1|MXD1	hgnc_alias_symbol
MAD2	multiple_targets	MAD2L1|MXI1	hgnc_alias_symbol
MADA	multiple_targets	AMPD1|LMNA	hgnc_alias_symbol
MADD	current_symbol	ETFA	hgnc_alias_symbol
MADH6	multiple_targets	SMAD6|SMAD9	hgnc_prev_symbol
MADH7	multiple_targets	SMAD6|SMAD7	hgnc_prev_symbol
MADM	multiple_targets	ADAM10|NRBP1	hgnc_alias_symbol
MAFA	current_symbol	KLRG1	hgnc_alias_symbol
MAFG-AS1	current_symbol	MILIP	hgnc_prev_symbol
MAG	current_symbol	ERCC2	hgnc_alias_symbol
MAGE1	MAGEA1	MAGED4	hgnc_alias_symbol
MAGE2	MAGEA2	MAGEA2B	hgnc_alias_symbol
MAGEA2	current_symbol	MAGEA2B	hgnc_alias_symbol
MAGEE1	current_symbol	MAGEC2	hgnc_prev_symbol
MAGI1	current_symbol	CNKSR3	hgnc_prev_symbol
MAK	current_symbol	ALPK3	hgnc_alias_symbol
MAK3	NAA50	NAA30	hgnc_alias_symbol
MAL	current_symbol	MRTFA	hgnc_alias_symbol
MAP-1	multiple_targets	MASP1|MOAP1	hgnc_alias_symbol
MAP1A	current_symbol	METAP1	hgnc_alias_symbol
MAP2	current_symbol	METAP2	hgnc_alias_symbol
MART1	multiple_targets	MLANA|RTL1	hgnc_alias_symbol
MAS1	current_symbol	PMPCB	hgnc_alias_symbol
MASA	L1CAM	ENOPH1	hgnc_alias_symbol
MASK	multiple_targets	ANKHD1|STK26	hgnc_alias_symbol
MAST1	current_symbol	CLASP1	hgnc_alias_symbol
MAT1	multiple_targets	MNAT1|MSC-AS1|PEA15	hgnc_alias_symbol
MB1	multiple_targets	CD79A|PSMB5	hgnc_alias_symbol
MBP	current_symbol	MBL2|PRG2	hgnc_alias_symbol
MBP-1	multiple_targets	ENO1|HIVEP1	hgnc_alias_symbol
MCAF	multiple_targets	ATF7IP|CCL2	hgnc_alias_symbol
MCD	multiple_targets	MLYCD|MUC1	hgnc_alias_symbol
MCDR2	PROM1	AKR1C2	hgnc_alias_symbol
MCH2	multiple_targets	CASP6|MCHR2	hgnc_alias_symbol
MCM2	current_symbol	MCM7	hgnc_prev_symbol
MCP	CD46	CAPG	hgnc_alias_symbol
MCRIP2P1	current_symbol	MCRIP2P2	hgnc_prev_symbol
MCS	ZC4H2	MOCOS	hgnc_alias_symbol
MCSP	multiple_targets	CSPG4|GPX4	hgnc_alias_symbol
MCT	multiple_targets	MCAT|SLC16A1	hgnc_alias_symbol
MCT1	multiple_targets	MCAT|SLC16A1	hgnc_alias_symbol
MCT3	multiple_targets	SLC16A3|SLC16A8	hgnc_alias_symbol
MCT4	multiple_targets	SLC16A3|SLC16A4	hgnc_alias_symbol
MCT5	multiple_targets	SLC16A4|SLC16A5	hgnc_alias_symbol
MCT6	multiple_targets	SLC16A5|SLC16A6	hgnc_alias_symbol
MCT7	multiple_targets	SLC16A2|SLC16A6	hgnc_alias_symbol
MDC	ADAM11	CCL22	hgnc_alias_symbol
MDR1	ABCB1	TBC1D9	hgnc_alias_symbol
ME1	current_symbol	PCDHB16	hgnc_alias_symbol
ME2	current_symbol	CELSR1|PCDHB11	hgnc_alias_symbol
ME3	current_symbol	PCDHGA5	hgnc_alias_symbol
MED	multiple_targets	COL9A2|COL9A3|COMP	hgnc_alias_symbol
MED1	current_symbol	MBD4	hgnc_alias_symbol
MED25	current_symbol	MED9	hgnc_alias_symbol
MEF	multiple_targets	ELF4|TRERNA1	hgnc_alias_symbol
MEGT1	multiple_targets	LY6G6D|LY6G6F-LY6G6D	hgnc_alias_symbol
MEIS3	current_symbol	MEIS3P1	hgnc_prev_symbol
METTL2	METTL2B	METTL2A	hgnc_alias_symbol
MGA	current_symbol	MGAM	hgnc_alias_symbol
MGAT1	current_symbol	MOGAT1	hgnc_alias_symbol
MGAT2	current_symbol	MOGAT2	hgnc_alias_symbol
MGAT3	current_symbol	MOGAT3	hgnc_alias_symbol
MGC15397	multiple_targets	GLYATL1|TMEM41A	hgnc_alias_symbol
MGC22679	multiple_targets	KLHL23|PHOSPHO2	hgnc_alias_symbol
MGC45441	multiple_targets	CCDC24|SVBP	hgnc_alias_symbol
MGC5228	multiple_targets	PRSS30P|SRSF1	hgnc_alias_symbol
MGF	KITLG	STAT5A	hgnc_alias_symbol
MIA1	multiple_targets	CFAP100|MIA	hgnc_alias_symbol
MIA2	current_symbol	CFAP73	hgnc_alias_symbol
MIC1	multiple_targets	GDF15|RMC1	hgnc_alias_symbol
MICE	current_symbol	CASP14	hgnc_alias_symbol
MIF	current_symbol	AMH|S100A9	hgnc_alias_symbol
MIF2	multiple_targets	CENPC|DDT	hgnc_alias_symbol
MIFR	multiple_targets	MMP23A|MMP23B	hgnc_alias_symbol
MIO	multiple_targets	MIOS|MLXIPL	hgnc_alias_symbol
MIP	current_symbol	MAFIP|MIPEP|TNPO1	hgnc_alias_symbol
MIP-2A	multiple_targets	TRAPPC2|TRAPPC2B	hgnc_alias_symbol
MIP1	multiple_targets	MAPKAP1|TNPO1	hgnc_alias_symbol
MIR	multiple_targets	MLXIP|MYLIP	hgnc_alias_symbol
MIR499A	current_symbol	MIR499B	hgnc_prev_symbol
MK	multiple_targets	MDK|MVK	hgnc_alias_symbol
MK3	multiple_targets	KCNA3|MAPKAPK3	hgnc_alias_symbol
ML-1	multiple_targets	ATP8A2|IL17F	hgnc_alias_symbol
MLC1	current_symbol	MYL1	hgnc_alias_symbol
MLCK	multiple_targets	MYLK|MYLK3	hgnc_alias_symbol
MLL2	KMT2D	KMT2B	hgnc_alias_symbol
MLL4	multiple_targets	KMT2B|KMT2D	hgnc_alias_symbol
MLN	current_symbol	MRLN	hgnc_alias_symbol
MLP	multiple_targets	CSRP3|MUC2	hgnc_alias_symbol
MLP1	multiple_targets	ABCC6|MARCKSL1	hgnc_alias_symbol
MMP20	current_symbol	MMP25	hgnc_prev_symbol
MMP21	current_symbol	MMP23A	hgnc_prev_symbol
MMP21	current_symbol	MMP23A	hgnc_withdrawn
MN	multiple_targets	CA9|GYPA	hgnc_alias_symbol
MNAB	RC3H2	OR1K1	hgnc_alias_symbol
MNS	multiple_targets	GYPA|GYPB	hgnc_prev_symbol
MOP	multiple_targets	OPN4|OPRM1	hgnc_alias_symbol
MOP3	multiple_targets	BMAL1|SBNO1	hgnc_alias_symbol
MOS	current_symbol	MOCOS	hgnc_alias_symbol
MOX1	multiple_targets	MEOX1|NOX1	hgnc_alias_symbol
MOX2	CD200	MEOX2	hgnc_alias_symbol
MP1	multiple_targets	LAMTOR3|PITRM1	hgnc_alias_symbol
MP44	multiple_targets	MTUS1|NUP35	hgnc_alias_symbol
MPDZ	current_symbol	LNX1	hgnc_alias_symbol
MPP1	current_symbol	KIF20B	hgnc_alias_symbol
MPP2	current_symbol	FOXM1	hgnc_alias_symbol
MPP4	current_symbol	ILF3	hgnc_alias_symbol
MPP6	PALS2	MPHOSPH6	hgnc_alias_symbol
MPP7	current_symbol	CHAF1B	hgnc_alias_symbol
MPS-1	multiple_targets	MPEG1|RPS27	hgnc_alias_symbol
MPS1	multiple_targets	IDUA|RPS27|TTK	hgnc_alias_symbol
MRCL3	CLEC18C	MYL12A	hgnc_alias_symbol
MRF	multiple_targets	MYRF|STEAP1B-AS2	hgnc_alias_symbol
MRG1	multiple_targets	CITED2|MEIS2|MORF4L1P1	hgnc_alias_symbol
MRG2	multiple_targets	MEIS3|MEIS3P1	hgnc_alias_symbol
MRK	multiple_targets	CILK1|MAP3K20	hgnc_alias_symbol
MRLC2	multiple_targets	MYL11|MYL12B	hgnc_alias_symbol
MRP	ABCC1	WLS	hgnc_alias_symbol
MRP-L15	multiple_targets	MRPL15|MRPL19	hgnc_alias_symbol
MRP-L32	multiple_targets	MRPL14|MRPL32	hgnc_alias_symbol
MRP1	ABCC1	MSH3	hgnc_alias_symbol
MRP2	multiple_targets	ABCC2|KLHL1|SYCE1L	hgnc_alias_symbol
MRP6	multiple_targets	ABCC6|S100A12	hgnc_alias_symbol
MRP7	multiple_targets	ABCC10|CFTR	hgnc_alias_symbol
MRP8	multiple_targets	ABCC11|ABCC8|S100A8	hgnc_alias_symbol
MRPL27	current_symbol	MRPL41	hgnc_alias_symbol
MRPS28	current_symbol	MRPS35	hgnc_alias_symbol
MRPS35	current_symbol	MRPS28	hgnc_alias_symbol
MS4A4	MS4A4A	MS4A8	hgnc_alias_symbol
MS4A7	current_symbol	MS4A4A	hgnc_alias_symbol
MS4A8	current_symbol	MS4A7	hgnc_alias_symbol
MSF	multiple_targets	FN1|PRG4	hgnc_alias_symbol
MSH	multiple_targets	MSX2|POMC	hgnc_alias_symbol
MSK16	ACAN	CSPG4	hgnc_alias_symbol
MSP	multiple_targets	MSMB|MST1	hgnc_alias_symbol
MSS1	multiple_targets	GTPBP3|PSMC2	hgnc_alias_symbol
MST	multiple_targets	MAP3K10|MPST|MSTO1	hgnc_alias_symbol
MST1	current_symbol	STK4	hgnc_alias_symbol
MT-A70	multiple_targets	METTL3|PCIF1	hgnc_alias_symbol
MT1	multiple_targets	MT1A|MT1B|MT1E|MT1F|MT1G|MT1H|MT1IP|MT1JP|MT1L|MT1M|MT1X	hgnc_prev_symbol
MT1K	MT1M	MT1G	hgnc_alias_symbol
MT2	MT2A	TMPRSS6	hgnc_alias_symbol
MTB	multiple_targets	MT1JP|NCAPG2	hgnc_alias_symbol
MTCP1	current_symbol	SH2D1A	hgnc_alias_symbol
MTF1	current_symbol	MELTF|MYT1	hgnc_alias_symbol
MTFR2P1	current_symbol	MTFR2P2	hgnc_prev_symbol
MTMR8	current_symbol	MTMR9	hgnc_prev_symbol
MTS1	S100A4	CDKN2A	hgnc_alias_symbol
MTTF1	multiple_targets	TFAMP1|TFAMP2	hgnc_alias_symbol
MTTP	current_symbol	MT-TP	hgnc_prev_symbol
MU	multiple_targets	BLOC1S5|GSTM1|PSMA2	hgnc_alias_symbol
mu2	multiple_targets	AP1M2|AP2M1	hgnc_alias_symbol
MUC5	MUC5B	MUC5AC	hgnc_alias_symbol
MUM1	multiple_targets	IRF4|PWWP3A	hgnc_prev_symbol
MYH14	current_symbol	MYH7B	hgnc_alias_symbol
MYM	multiple_targets	ZMYM1|ZMYM2|ZMYM3|ZMYM4|ZMYM5|ZMYM6	hgnc_alias_symbol
MYO1C	current_symbol	MYO1E	hgnc_alias_symbol
MYT1	current_symbol	PKMYT1	hgnc_alias_symbol
NAC	XK	NLRP1	hgnc_alias_symbol
NAC1	multiple_targets	NACC1|SCN1A	hgnc_alias_symbol
NAF1	current_symbol	TNIP1	hgnc_alias_symbol
NAG	multiple_targets	NAGLU|NBAS	hgnc_alias_symbol
NANOGP2	current_symbol	NANOGP4	hgnc_alias_symbol
NANOGP3	current_symbol	NANOGP7	hgnc_alias_symbol
NANOGP4	current_symbol	NANOGP2	hgnc_alias_symbol
NAP1	multiple_targets	ACOT8|AZI2|CXCL8|NAP1L1|NAPSA	hgnc_alias_symbol
NAP1L	multiple_targets	NAP1L1|NAPSB	hgnc_alias_symbol
NAP2	multiple_targets	NAP1L4|NAPSB	hgnc_alias_symbol
NAPA	current_symbol	NAPSA	hgnc_alias_symbol
NAPB	current_symbol	NAPSB	hgnc_alias_symbol
NARF	current_symbol	RNF138	hgnc_alias_symbol
NAS1	multiple_targets	NR2F1-AS1|SLC13A1	hgnc_alias_symbol
NAT1	current_symbol	EIF4G2	hgnc_alias_symbol
NAT1	current_symbol	SLC6A2	hgnc_prev_symbol
NAT2	current_symbol	SLC38A1	hgnc_alias_symbol
NAT3	multiple_targets	NAA20|SLC38A4	hgnc_alias_symbol
NAT5	NAA20	NAA50	hgnc_alias_symbol
NBC3	multiple_targets	SLC4A7|SLC4A8	hgnc_alias_symbol
NBN	current_symbol	ARTN	hgnc_alias_symbol
NBP	multiple_targets	COASY|TP63	hgnc_alias_symbol
NBS1	NBN	NLRP2	hgnc_alias_symbol
ND1	multiple_targets	IVNS1ABP|MT-ND1	hgnc_alias_symbol
NDR	multiple_targets	HEMGN|STK38	hgnc_alias_symbol
NDR1	multiple_targets	NDRG1|STK38	hgnc_alias_symbol
NEP	DDR1	MME	hgnc_alias_symbol
NET	multiple_targets	ELK3|SLC6A2	hgnc_alias_symbol
NET1	current_symbol	NTN1|PRPF38B	hgnc_alias_symbol
NET1	current_symbol	SLC6A2|SLC6A5	hgnc_prev_symbol
NET1	current_symbol	SLC6A5	hgnc_withdrawn
NEU	NEU1	ERBB2	hgnc_alias_symbol
neuropsin	multiple_targets	KLK8|OPN5	hgnc_alias_symbol
NF-E1	multiple_targets	GATA1|YY1	hgnc_alias_symbol
NG2	multiple_targets	CSPG4|RNF5	hgnc_alias_symbol
NGB	current_symbol	GTPBP4	hgnc_alias_symbol
NIK	multiple_targets	MAP3K14|MAP4K4	hgnc_alias_symbol
NIP	multiple_targets	DUOXA1|GIPC1	hgnc_alias_symbol
NIP1	multiple_targets	NCBP2|NECAB3	hgnc_alias_symbol
NIRF	multiple_targets	IL17B|UHRF2	hgnc_alias_symbol
NKH	multiple_targets	AMT|GLDC	hgnc_alias_symbol
NKIR	multiple_targets	CD300LF|TACR1	hgnc_alias_symbol
NKR	KLRB1	TACR3	hgnc_alias_symbol
NL2	multiple_targets	ANGPTL4|MMEL1	hgnc_alias_symbol
NLG1	multiple_targets	KIRREL2|NLGN1	hgnc_alias_symbol
NLK	current_symbol	GPI	hgnc_alias_symbol
NMB	current_symbol	GPNMB	hgnc_alias_symbol
NME1	current_symbol	RMRP	hgnc_alias_symbol
NMI	current_symbol	MYO1C	hgnc_alias_symbol
NOP9	current_symbol	LTB4R2	hgnc_alias_symbol
NOR1	multiple_targets	NR4A3|OSCP1	hgnc_alias_symbol
NOS	NOS1	NOS2	hgnc_alias_symbol
NOS1	current_symbol	NANOS1	hgnc_alias_symbol
NOS2	current_symbol	NANOS2	hgnc_alias_symbol
NOS3	current_symbol	NANOS3	hgnc_alias_symbol
NOV	multiple_targets	PLXNA1|RPL10	hgnc_alias_symbol
NP	multiple_targets	CTF2P|ZNF384	hgnc_alias_symbol
NPH3	multiple_targets	NPHP3|NXPH3	hgnc_alias_symbol
NPR2	current_symbol	NPRL2	hgnc_alias_symbol
NPR3	current_symbol	NPRL3	hgnc_alias_symbol
NPYR	NPY1R	CXCR4	hgnc_alias_symbol
NR1	multiple_targets	GRIN1|NDOR1	hgnc_alias_symbol
NRF1	current_symbol	NFE2L1	hgnc_alias_symbol
NRF2	multiple_targets	GABPA|NFE2L2	hgnc_alias_symbol
