SNV/indel,CNV,STR,Mitochondria
PPFIBP1,PPFIBP1,,
PPIL1,PPIL1,,
PPM1D,PPM1D,,
PPOX,PPOX,,
PPP1CB,PPP1CB,,
PPP1R12A,PPP1R12A,,
PPP1R12C,PPP1R12C,,
PPP1R15B,PPP1R15B,,
PPP1R3C,PPP1R3C,,
PPP2CA,PPP2CA,,
PPP2R1A,PPP2R1A,,
PPP2R3A,PPP2R3A,,
PPP2R3C,PPP2R3C,,
PPP2R5D,PPP2R5D,,
PPP3CA,PPP3CA,,
PPP5C,PPP5C,,
PPP6R2,PPP6R2,,
PPT1,PPT1,,
PQBP1,PQBP1,,
PRAG1,PRAG1,,
PRAMEF1,PRAMEF1,,
PRCP,PRCP,,
PRDM13,PRDM13,,
PRDM8,PRDM8,,
PRDX1,PRDX1,,
PREB,PREB,,
PREX2,PREX2,,
PRF1,PRF1,,
PRICKLE1,PRICKLE1,,
PRICKLE2,PRICKLE2,,
PRIMA1,PRIMA1,,
PRKACA,PRKACA,,
PRKACB,PRKACB,,
PRKAG2,PRKAG2,,
PRKAR1B,PRKAR1B,,
PRKCG,PRKCG,,
PRKD1,PRKD1,,
PRKDC,PRKDC,,
PRKN,PRKN,,
PRL,PRL,,
PRMT5,PRMT5,,
PRMT7,PRMT7,,
PRNP,PRNP,,
PROC,PROC,,
PROCA1,PROCA1,,
PRODH,PRODH,,
PROK2,PROK2,,
PROKR2,PROKR2,,
PROM1,PROM1,,
PRORP,PRORP,,
PROS1,PROS1,,
PRPF8,PRPF8,,
PRR22,PRR22,,
PRRC2C,PRRC2C,,
PRRT2,PRRT2,,
PRTG,PRTG,,
PRUNE1,PRUNE1,,
PSAP,PSAP,,
PSAT1,PSAT1,,
PSEN1,PSEN1,,
PSEN2,PSEN2,,
PSMB8,PSMB8,,
PSMD12,PSMD12,,
PSMD7,PSMD7,,
PSPH,PSPH,,
PTCH1,PTCH1,,
PTCHD1,PTCHD1,,
PTEN,PTEN,,
PTER,PTER,,
PTGER2,PTGER2,,
PTGS2,PTGS2,,
PTH,PTH,,
PTH1R,PTH1R,,
PTK2,PTK2,,
PTPN11,PTPN11,,
PTPN23,PTPN23,,
PTPN4,PTPN4,,
PTPRD,PTPRD,,
PTPRE,PTPRE,,
PTPRM,PTPRM,,
PTPRZ1,PTPRZ1,,
PTRH2,PTRH2,,
PTS,PTS,,
PUF60,PUF60,,
PUM1,PUM1,,
PURA,PURA,,
PUS3,PUS3,,
PYCR1,PYCR1,,
PYCR2,PYCR2,,
QARS1,QARS1,,
QDPR,QDPR,,
R3HCC1L,R3HCC1L,,
RAB11A,RAB11A,,
RAB11B,RAB11B,,
RAB18,RAB18,,
RAB27A,RAB27A,,
RAB2B,RAB2B,,
RAB39B,RAB39B,,
RAB3D,RAB3D,,
RAB3GAP1,RAB3GAP1,,
RAB3GAP2,RAB3GAP2,,
RAB40C,RAB40C,,
RAC1,RAC1,,
RAC3,RAC3,,
RAD21,RAD21,,
RAD23A,RAD23A,,
RAD52,RAD52,,
RAD54L,RAD54L,,
RAG2,RAG2,,
RAI1,RAI1,,
RALA,RALA,,
RALGAPA1,RALGAPA1,,
RANBP2,RANBP2,,
RANBP3L,RANBP3L,,
RANGAP1,RANGAP1,,
RAP1GAP2,RAP1GAP2,,
RAPGEF2,RAPGEF2,,
RAPGEFL1,RAPGEFL1,,
RAPSN,RAPSN,,
RARS1,RARS1,,
RARS2,RARS2,,
RASA1,RASA1,,
RASEF,RASEF,,
RB1,RB1,,
RBCK1,RBCK1,,
RBFOX1,RBFOX1,,
RBFOX3,RBFOX3,,
RBL2,RBL2,,
RBM10,RBM10,,
RBM34,RBM34,,
RBM8A,RBM8A,,
RBP4,RBP4,,
RBPJ,RBPJ,,
RBSN,RBSN,,
RCL1,RCL1,,
RDH12,RDH12,,
RDH5,RDH5,,
RDX,RDX,,
RECQL5,RECQL5,,
RELN,RELN,,
RFT1,RFT1,,
RFX3,RFX3,,
RFX4,RFX4,,
RFX7,RFX7,,
RGL3,RGL3,,
RHBDF1,RHBDF1,,
RHEB,RHEB,,
RHOBTB2,RHOBTB2,,
RICTOR,RICTOR,,
RIMBP2,RIMBP2,,
RIN2,RIN2,,
RIOK2,RIOK2,,
RIPOR1,RIPOR1,,
RLBP1,RLBP1,,
RMND1,RMND1,,
RNASEH2A,RNASEH2A,,
RNASEH2C,RNASEH2C,,
RNASET2,RNASET2,,
RNF113A,RNF113A,,
RNF125,RNF125,,
RNF13,RNF13,,
RNF2,RNF2,,
RNF213,RNF213,,
RNF34,RNF34,,
RNU12,RNU12,,
RNU7-1,RNU7-1,,
ROBO1,ROBO1,,
ROBO4,ROBO4,,
ROGDI,ROGDI,,
RORA,RORA,,
RORB,RORB,,
RPAP1,RPAP1,,
RPGRIP1L,RPGRIP1L,,
RPH3A,RPH3A,,
RPIA,RPIA,,
RPL10,RPL10,,
RPL4,RPL4,,
RPS6KB2,RPS6KB2,,
RRAGD,RRAGD,,
RRM1,RRM1,,
RRM2B,RRM2B,,
RRNAD1,RRNAD1,,
RRP1B,RRP1B,,
RRP9,RRP9,,
RSRC1,RSRC1,,
RSRC2,RSRC2,,
RTN2,RTN2,,
RTN4IP1,RTN4IP1,,
RTN4R,RTN4R,,
RTP1,RTP1,,
RTTN,RTTN,,
RUBCN,RUBCN,,
RUFY1,RUFY1,,
RUNDC3A,RUNDC3A,,
RUSC2,RUSC2,,
RXFP1,RXFP1,,
RXFP4,RXFP4,,
RYR1,RYR1,,
RYR2,RYR2,,
RYR3,RYR3,,
S1PR4,S1PR4,,
SACS,SACS,,
SAMD12,SAMD12,,
SAMD4B,SAMD4B,,
SAMD7,SAMD7,,
SAMHD1,SAMHD1,,
SARDH,SARDH,,
SARS1,SARS1,,
SASS6,SASS6,,
SATB1,SATB1,,
SATB2,SATB2,,
SATL1,SATL1,,
SBF1,SBF1,,
SBSPON,SBSPON,,
SCA2,SCA2,,
SCAF4,SCAF4,,
SCAMP5,SCAMP5,,
SCARB2,SCARB2,,
SCL35A2,SCL35A2,,
SCN10A,SCN10A,,
SCN1A,SCN1A,,
SCN1B,SCN1B,,
SCN2A,SCN2A,,
SCN3A,SCN3A,,
SCN4A,SCN4A,,
SCN5A,SCN5A,,
SCN7A,SCN7A,,
SCN8,SCN8,,
SCN8A,SCN8A,,
SCN9A,SCN9A,,
SCNM1,SCNM1,,
SCNN1B,SCNN1B,,
SCNN1D,SCNN1D,,
SCO2,SCO2,,
SCYL1,SCYL1,,
SCYL2,SCYL2,,
SDF2,SDF2,,
SDHA,SDHA,,
SDHAF1,SDHAF1,,
SDHB,SDHB,,
SDHD,SDHD,,
SDK1,SDK1,,
SEC23A,SEC23A,,
SEC24B,SEC24B,,
SEC24D,SEC24D,,
SEC31A,SEC31A,,
SELENOI,SELENOI,,
SEMA3E,SEMA3E,,
SEMA5A,SEMA5A,,
SEMA6B,SEMA6B,,
SEPSECS,SEPSECS,,
SEPTIN8,SEPTIN8,,
SERAC1,SERAC1,,
SERHL2,SERHL2,,
SERPINI1,SERPINI1,,
SET,SET,,
SETBP1,SETBP1,,
SETD1A,SETD1A,,
SETD1B,SETD1B,,
SETD2,SETD2,,
SETD5,SETD5,,
SETDB1,SETDB1,,
SETX,SETX,,
SEZ6,SEZ6,,
SF3B3,SF3B3,,
SFR1,SFR1,,
SGCE,SGCE,,
SGCG,SGCG,,
SGPL1,SGPL1,,
SGSH,SGSH,,
SH3BGR,SH3BGR,,
SH3GLB1,SH3GLB1,,
SH3RF1,SH3RF1,,
SHANK1,SHANK1,,
SHANK2,SHANK2,,
SHANK3,SHANK3,,
SHOC2,SHOC2,,
SHQ1,SHQ1,,
SHROOM4,SHROOM4,,
SIAH1,SIAH1,,
SIDT1,SIDT1,,
SIK1,SIK1,,
SIN3A,SIN3A,,
SIRT3,SIRT3,,
SIX3,SIX3,,
SKI,SKI,,
SLC12A1,SLC12A1,,
SLC12A2,SLC12A2,,
SLC12A3,SLC12A3,,
SLC12A5,SLC12A5,,
SLC12A6,SLC12A6,,
SLC12A7,SLC12A7,,
SLC13A5,SLC13A5,,
SLC15A3,SLC15A3,,
SLC16A1,SLC16A1,,
SLC16A12,SLC16A12,,
SLC16A2,SLC16A2,,
SLC16A4,SLC16A4,,
SLC16A7,SLC16A7,,
SLC17A2,SLC17A2,,
SLC17A3,SLC17A3,,
SLC17A5,SLC17A5,,
SLC18A2,SLC18A2,,
SLC19A2,SLC19A2,,
SLC19A3,SLC19A3,,
SLC1A1,SLC1A1,,
SLC1A2,SLC1A2,,
SLC1A3,SLC1A3,,
SLC1A4,SLC1A4,,
SLC1A5,SLC1A5,,
SLC1A7,SLC1A7,,
SLC20A2,SLC20A2,,
SLC22A1,SLC22A1,,
SLC22A20P,SLC22A20P,,
SLC22A5,SLC22A5,,
SLC23A3,SLC23A3,,
SLC24A4,SLC24A4,,
SLC25A1,SLC25A1,,
SLC25A10,SLC25A10,,
SLC25A12,SLC25A12,,
SLC25A13,SLC25A13,,
SLC25A15,SLC25A15,,
SLC25A19,SLC25A19,,
SLC25A2,SLC25A2,,
SLC25A20,SLC25A20,,
SLC25A22,SLC25A22,,
SLC25A3,SLC25A3,,
SLC25A36,SLC25A36,,
SLC25A39,SLC25A39,,
SLC25A4,SLC25A4,,
SLC25A40,SLC25A40,,
SLC25A42,SLC25A42,,
SLC25A46,SLC25A46,,
SLC26A1,SLC26A1,,
SLC26A2,SLC26A2,,
SLC26A4,SLC26A4,,
SLC28A1,SLC28A1,,
SLC29A1,SLC29A1,,
SLC2A1,SLC2A1,,
SLC2A12,SLC2A12,,
SLC30A3,SLC30A3,,
SLC30A8,SLC30A8,,
SLC31A1,SLC31A1,,
SLC32A1,SLC32A1,,
SLC33A1,SLC33A1,,
SLC35A1,SLC35A1,,
SLC35A2,SLC35A2,,
SLC35A3,SLC35A3,,
SLC35C1,SLC35C1,,
SLC35E4,SLC35E4,,
SLC37A2,SLC37A2,,
SLC37A3,SLC37A3,,
SLC38A10,SLC38A10,,
SLC38A3,SLC38A3,,
SLC39A13,SLC39A13,,
SLC39A8,SLC39A8,,
SLC3A1,SLC3A1,,
SLC3A2,SLC3A2,,
SLC44A1,SLC44A1,,
SLC44A2,SLC44A2,,
SLC45A1,SLC45A1,,
SLC46A1,SLC46A1,,
SLC4A10,SLC4A10,,
SLC4A3,SLC4A3,,
SLC5A12,SLC5A12,,
SLC5A6,SLC5A6,,
SLC5A8,SLC5A8,,
SLC6A1,SLC6A1,,
SLC6A12,SLC6A12,,
SLC6A19,SLC6A19,,
SLC6A3,SLC6A3,,
SLC6A4,SLC6A4,,
SLC6A8,SLC6A8,,
SLC6A9,SLC6A9,,
SLC7A11,SLC7A11,,
SLC7A13,SLC7A13,,
SLC7A3,SLC7A3,,
SLC7A4,SLC7A4,,
SLC7A6OS,SLC7A6OS,,
SLC9A1,SLC9A1,,
SLC9A4,SLC9A4,,
SLC9A6,SLC9A6,,
SLC9A9,SLC9A9,,
SLCO4C1,SLCO4C1,,
SLITRK2,SLITRK2,,
SLTM,SLTM,,
SMAD2,SMAD2,,
SMARCA1,SMARCA1,,
SMARCA2,SMARCA2,,
SMARCA4,SMARCA4,,
SMARCAL1,SMARCAL1,,
SMARCB1,SMARCB1,,
SMARCC1,SMARCC1,,
SMARCC2,SMARCC2,,
SMARCE1,SMARCE1,,
SMC1A,SMC1A,,
SMC5,SMC5,,
SMCHD1,SMCHD1,,
SMCO2,SMCO2,,
SMG6,SMG6,,
SMG9,SMG9,,
SMO,SMO,,
SMOC2,SMOC2,,
SMPD4,SMPD4,,
SMPDL3A,SMPDL3A,,
SMS,SMS,,
SNAP23,SNAP23,,
SNAP25,SNAP25,,
SNAP29,SNAP29,,
SNAP47,SNAP47,,
SNAP91,SNAP91,,
SNIP1,SNIP1,,
SNORA31,SNORA31,,
SNORD118,SNORD118,,
SNRNP40,SNRNP40,,
SNTA1,SNTA1,,
SNX14,SNX14,,
SNX19,SNX19,,
SNX27,SNX27,,
SOAT1,SOAT1,,
SOBP,SOBP,,
SOCS2,SOCS2,,
SOHLH1,SOHLH1,,
SON,SON,,
SORCS3,SORCS3,,
SOS1,SOS1,,
SOWAHB,SOWAHB,,
SOWAHC,SOWAHC,,
SOX10,SOX10,,
SOX11,SOX11,,
SOX2,SOX2,,
SOX4,SOX4,,
SOX5,SOX5,,
SP4,SP4,,
SPAG4,SPAG4,,
SPAG9,SPAG9,,
SPANXA2,SPANXA2,,
SPAST,SPAST,,
SPATA16,SPATA16,,
SPATA5,SPATA5,,
SPATA5L1,SPATA5L1,,
SPATA7,SPATA7,,
SPATA8,SPATA8,,
SPDL1,SPDL1,,
SPECC1L,SPECC1L,,
SPEN,SPEN,,
SPG11,SPG11,,
SPHKAP,SPHKAP,,
SPIRE2,SPIRE2,,
SPOP,SPOP,,
SPR,SPR,,
SPRED2,SPRED2,,
SPRY4,SPRY4,,
SPTAN1,SPTAN1,,
SPTB,SPTB,,
SPTBN1,SPTBN1,,
SPTBN4,SPTBN4,,
SPTLC2,SPTLC2,,
SPTSSA,SPTSSA,,
SQLE,SQLE,,
SQOR,SQOR,,
SQSTM1,SQSTM1,,
SRCAP,SRCAP,,
SRD5A3,SRD5A3,,
SREK1,SREK1,,
SRGAP2,SRGAP2,,
SRP54,SRP54,,
SRPX2,SRPX2,,
SSPOP,SSPOP,,
SSR4,SSR4,,
SSTR1,SSTR1,,
SSTR5,SSTR5,,
ST3GAL3,ST3GAL3,,
ST3GAL5,ST3GAL5,,
ST6GALNAC3,ST6GALNAC3,,
ST7,ST7,,
ST8SIA2,ST8SIA2,,
STAB1,STAB1,,
STAB2,STAB2,,
STAG1,STAG1,,
STAG2,STAG2,,
STAMBP,STAMBP,,
STAR,STAR,,
STARD13,STARD13,,
STARD7,STARD7,,
STARD9,STARD9,,
STAT1,STAT1,,
STAT2,STAT2,,
STC1,STC1,,
STIL,STIL,,
STK11,STK11,,
STK31,STK31,,
STRADA,STRADA,,
STRAP,STRAP,,
STRIP1,STRIP1,,
STRIP2,STRIP2,,
STS,STS,,
STT3A,STT3A,,
STT3B,STT3B,,
STUB1,STUB1,,
STX11,STX11,,
STX1B,STX1B,,
STXBP1,STXBP1,,
STXBP2,STXBP2,,
STXBP5L,STXBP5L,,
STYXL1,STYXL1,,
SUCLA2,SUCLA2,,
SUCLG1,SUCLG1,,
SUCLG2,SUCLG2,,
SUCO,SUCO,,
SULT6B1,SULT6B1,,
SUMF1,SUMF1,,
SUN1,SUN1,,
SUOX,SUOX,,
SUPT16H,SUPT16H,,
SURF1,SURF1,,
SV2A,SV2A,,
SVBP,SVBP,,
SVIL,SVIL,,
SWSAP1,SWSAP1,,
SYCP2,SYCP2,,
SYN1,SYN1,,
SYN2,SYN2,,
SYN3,SYN3,,
SYNCRIP,SYNCRIP,,
SYNE1,SYNE1,,
SYNE2,SYNE2,,
SYNGAP1,SYNGAP1,,
SYNJ1,SYNJ1,,
SYNJ2,SYNJ2,,
SYNM,SYNM,,
SYP,SYP,,
SYT14,SYT14,,
SYT2,SYT2,,
SYT4,SYT4,,
SYT9,SYT9,,
SZT2,SZT2,,
TACC2,TACC2,,
TACR2,TACR2,,
TAF1,TAF1,,
TAF13,TAF13,,
TAF1C,TAF1C,,
TAF1L,TAF1L,,
TAF2,TAF2,,
TAF8,TAF8,,
TAMALIN,TAMALIN,,
TANC2,TANC2,,
TANGO2,TANGO2,,
TAP1,TAP1,,
TARS1,TARS1,,
TARS2,TARS2,,
TASP1,TASP1,,
TAT,TAT,,
TBC1D10B,TBC1D10B,,
TBC1D20,TBC1D20,,
TBC1D22A,TBC1D22A,,
TBC1D23,TBC1D23,,
TBC1D24,TBC1D24,,
TBC1D2B,TBC1D2B,,
TBC1D8,TBC1D8,,
TBC1D8B,TBC1D8B,,
TBCD,TBCD,,
TBCE,TBCE,,
TBCK,TBCK,,
TBK1,TBK1,,
TBL1XR1,TBL1XR1,,
TBL2,TBL2,,
TBP,TBP,,
TBX1,TBX1,,
TBX18,TBX18,,
TBX19,TBX19,,
TCEAL1,TCEAL1,,
TCF20,TCF20,,
TCF4,TCF4,,
TCHHL1,TCHHL1,,
TCIRG1,TCIRG1,,
TCOF1,TCOF1,,
TDO2,TDO2,,
TDP1,TDP1,,
TDP2,TDP2,,
TECPR2,TECPR2,,
TECTA,TECTA,,
TELO2,TELO2,,
TENM1,TENM1,,
TET3,TET3,,
TEX33,TEX33,,
TEX45,TEX45,,
TFAM,TFAM,,
TFAP2E,TFAP2E,,
TFE3,TFE3,,
TGFB1,TGFB1,,
TGFB1I1,TGFB1I1,,
TGIF1,TGIF1,,
TH,TH,,
THAP11,THAP11,,
THEMIS,THEMIS,,
THG1L,THG1L,,
THOC2,THOC2,,
THOC6,THOC6,,
THOP1,THOP1,,
THRB,THRB,,
THUMPD1,THUMPD1,,
THUMPD3,THUMPD3,,
TIAM1,TIAM1,,
TICAM1,TICAM1,,
TIGD4,TIGD4,,
TIMELESS,TIMELESS,,
TIMM50,TIMM50,,
TIMMDC1,TIMMDC1,,
TK2,TK2,,
TKT,TKT,,
TLK2,TLK2,,
TLR3,TLR3,,
TMC7,TMC7,,
TMCO1,TMCO1,,
TMED7,TMED7,,
TMEM106B,TMEM106B,,
TMEM132B,TMEM132B,,
TMEM139,TMEM139,,
TMEM147,TMEM147,,
TMEM163,TMEM163,,
TMEM165,TMEM165,,
TMEM222,TMEM222,,
TMEM229B,TMEM229B,,
TMEM61,TMEM61,,
TMEM63A,TMEM63A,,
TMEM63B,TMEM63B,,
TMEM67,TMEM67,,
TMEM68,TMEM68,,
TMEM70,TMEM70,,
TMEM94,TMEM94,,
TMLHE,TMLHE,,
TMPRSS6,TMPRSS6,,
TMPRSS9,TMPRSS9,,
TMTC3,TMTC3,,
TMX2,TMX2,,
TNC,TNC,,
TNIP2,TNIP2,,
TNIP3,TNIP3,,
TNK2,TNK2,,
TNNI3K,TNNI3K,,
TNPO2,TNPO2,,
TNR,TNR,,
TNRC6A,TNRC6A,,
TNS1,TNS1,,
TNS2,TNS2,,
TOE1,TOE1,,
TOM1L2,TOM1L2,,
TOP1MT,TOP1MT,,
TOP2B,TOP2B,,
TOP3B,TOP3B,,
TOR1A,TOR1A,,
TP53,TP53,,
TP53RK,TP53RK,,
TPK1,TPK1,,
TPP1,TPP1,,
TPTE2,TPTE2,,
TRA2B,TRA2B,,
TRAF3,TRAF3,,
TRAF5,TRAF5,,
TRAF7,TRAF7,,
TRAK1,TRAK1,,
TRANK1,TRANK1,,
TRAPPC10,TRAPPC10,,
TRAPPC11,TRAPPC11,,
TRAPPC12,TRAPPC12,,
TRAPPC2L,TRAPPC2L,,
TRAPPC4,TRAPPC4,,
TRAPPC6B,TRAPPC6B,,
TRAPPC9,TRAPPC9,,
TREX1,TREX1,,
TRIM24,TRIM24,,
TRIM29,TRIM29,,
TRIM50,TRIM50,,
TRIM66,TRIM66,,
TRIM69,TRIM69,,
TRIM71,TRIM71,,
TRIM8,TRIM8,,
TRIO,TRIO,,
TRIP11,TRIP11,,
TRIP12,TRIP12,,
TRIP13,TRIP13,,
TRIP4,TRIP4,,
TRIT1,TRIT1,,
TRMT1,TRMT1,,
TRMT10A,TRMT10A,,
TRMT44,TRMT44,,
TRMT5,TRMT5,,
TRNT1,TRNT1,,
TRPC6,TRPC6,,
TRPM1,TRPM1,,
TRPM3,TRPM3,,
TRPM6,TRPM6,,
TRPV5,TRPV5,,
TRRAP,TRRAP,,
TSC1,TSC1,,
TSC2,TSC2,,
TSEN15,TSEN15,,
TSEN2,TSEN2,,
TSEN54,TSEN54,,
TSFM,TSFM,,
TSG101,TSG101,,
TSNARE1,TSNARE1,,
TSPAN5,TSPAN5,,
TSPAN7,TSPAN7,,
TSPYL1,TSPYL1,,
TSSC4,TSSC4,,
TTBK2,TTBK2,,
TTC21B,TTC21B,,
TTC28,TTC28,,
TTC3,TTC3,,
TTC30A,TTC30A,,
TTC39A,TTC39A,,
TTC5,TTC5,,
TTI1,TTI1,,
TTR,TTR,,
TUBA1A,TUBA1A,,
TUBA3E,TUBA3E,,
TUBA8,TUBA8,,
TUBB2A,TUBB2A,,
TUBB2B,TUBB2B,,
TUBB3,TUBB3,,
TUBB4A,TUBB4A,,
TUBG1,TUBG1,,
TUBGCP2,TUBGCP2,,
TUBGCP5,TUBGCP5,,
TUBGCP6,TUBGCP6,,
TULP2,TULP2,,
TUSC3,TUSC3,,
TUT1,TUT1,,
TWNK,TWNK,,
TWSG1,TWSG1,,
TXN2,TXN2,,
TXNRD1,TXNRD1,,
TYK2,TYK2,,
TYMP,TYMP,,
TYROBP,TYROBP,,
U2AF2,U2AF2,,
UBA1,UBA1,,
UBA5,UBA5,,
UBE2A,UBE2A,,
UBE3A,UBE3A,,
UBE3C,UBE3C,,
UBE4A,UBE4A,,
UBP1,UBP1,,
UBR4,UBR4,,
UBR5,UBR5,,
UBR7,UBR7,,
UBTF,UBTF,,
UCHL1,UCHL1,,
UFC1,UFC1,,
UFM1,UFM1,,
UFSP2,UFSP2,,
UGDH,UGDH,,
UGGT2,UGGT2,,
UGP2,UGP2,,
UGT1A1,UGT1A1,,
UGT1A9,UGT1A9,,
UGT2B4,UGT2B4,,
UHRF1BP1,UHRF1BP1,,
UIMC1,UIMC1,,
UNC13A,UNC13A,,
UNC13B,UNC13B,,
UNC13D,UNC13D,,
UNC79,UNC79,,
UNC80,UNC80,,
UPB1,UPB1,,
UPF1,UPF1,,
UPF3B,UPF3B,,
UPP2,UPP2,,
UQCC2,UQCC2,,
UQCRFS1,UQCRFS1,,
USH1C,USH1C,,
USH2A,USH2A,,
USP18,USP18,,
USP19,USP19,,
USP2,USP2,,
USP24,USP24,,
USP28,USP28,,
USP29,USP29,,
USP34,USP34,,
USP36,USP36,,
USP53,USP53,,
USP7,USP7,,
USP8,USP8,,
USP9X,USP9X,,
UTP20,UTP20,,
VAMP2,VAMP2,,
VAMP5,VAMP5,,
VARS1,VARS1,,
VARS2,VARS2,,
VCFS,VCFS,,
VCL,VCL,,
VIL1,VIL1,,
VLDLR,VLDLR,,
VOPP1,VOPP1,,
VPS11,VPS11,,
VPS13A,VPS13A,,
VPS13B,VPS13B,,
VPS13C,VPS13C,,
VPS13D,VPS13D,,
VPS18,VPS18,,
VPS35,VPS35,,
VPS35L,VPS35L,,
VPS39,VPS39,,
VPS41,VPS41,,
VPS45,VPS45,,
VPS4A,VPS4A,,
VPS50,VPS50,,
VPS51,VPS51,,
VPS53,VPS53,,
VRK2,VRK2,,
VWA3B,VWA3B,,
VWA8,VWA8,,
WAC,WAC,,
WARS1,WARS1,,
WARS2,WARS2,,
WASF1,WASF1,,
WASHC4,WASHC4,,
WDFY3,WDFY3,,
WDHD1,WDHD1,,
WDR26,WDR26,,
WDR3,WDR3,,
WDR37,WDR37,,
WDR4,WDR4,,
WDR41,WDR41,,
WDR45,WDR45,,
WDR45B,WDR45B,,
WDR59,WDR59,,
WDR62,WDR62,,
WDR72,WDR72,,
WDR73,WDR73,,
WDR75,WDR75,,
WDR91,WDR91,,
WFS1,WFS1,,
WHAMM,WHAMM,,
WIPI2,WIPI2,,
WNT4,WNT4,,
WRAP53,WRAP53,,
WRN,WRN,,
WWOX,WWOX,,
XDH,XDH,,
XK,XK,,
XPNPEP3,XPNPEP3,,
XPR1,XPR1,,
XRCC1,XRCC1,,
YAP1,YAP1,,
YARS1,YARS1,,
YEATS2,YEATS2,,
YIF1B,YIF1B,,
YIPF5,YIPF5,,
YRDC,YRDC,,
YTHDC2,YTHDC2,,
YWHAE,YWHAE,,
YWHAG,YWHAG,,
YY1,YY1,,
YY1AP1,YY1AP1,,
ZADH2,ZADH2,,
ZBTB11,ZBTB11,,
ZBTB18,ZBTB18,,
ZBTB20,ZBTB20,,
ZC4H2,ZC4H2,,
ZCCHC8,ZCCHC8,,
ZDHHC1,ZDHHC1,,
ZDHHC15,ZDHHC15,,
ZDHHC9,ZDHHC9,,
ZEB2,ZEB2,,
ZFHX3,ZFHX3,,
ZFP57,ZFP57,,
ZFR2,ZFR2,,
ZFYVE26,ZFYVE26,,
ZGPAT,ZGPAT,,
ZGRF1,ZGRF1,,
ZHX3,ZHX3,,
ZIC1,ZIC1,,
ZKSCAN2,ZKSCAN2,,
ZMIZ1,ZMIZ1,,
ZMPSTE24,ZMPSTE24,,
ZMYM2,ZMYM2,,
ZMYND11,ZMYND11,,
ZNF142,ZNF142,,
ZNF165,ZNF165,,
ZNF208,ZNF208,,
ZNF221,ZNF221,,
ZNF248,ZNF248,,
ZNF292,ZNF292,,
ZNF302,ZNF302,,
ZNF317,ZNF317,,
ZNF318,ZNF318,,
ZNF335,ZNF335,,
ZNF343,ZNF343,,
ZNF345,ZNF345,,
ZNF354A,ZNF354A,,
ZNF385A,ZNF385A,,
ZNF385B,ZNF385B,,
ZNF397,ZNF397,,
ZNF408,ZNF408,,
ZNF420,ZNF420,,
ZNF433,ZNF433,,
ZNF44,ZNF44,,
ZNF443,ZNF443,,
ZNF517,ZNF517,,
ZNF526,ZNF526,,
ZNF527,ZNF527,,
ZNF536,ZNF536,,
ZNF565,ZNF565,,
ZNF570,ZNF570,,
ZNF585B,ZNF585B,,
ZNF598,ZNF598,,
ZNF654,ZNF654,,
ZNF655,ZNF655,,
ZNF668,ZNF668,,
ZNF675,ZNF675,,
ZNF727,ZNF727,,
ZNF774,ZNF774,,
ZNF789,ZNF789,,
ZNF813,ZNF813,,
ZNF814,ZNF814,,
ZNF844,ZNF844,,
ZNFX1,ZNFX1,,
ZNHIT3,ZNHIT3,,
ZPBP2,ZPBP2,,
ZSWIM6,ZSWIM6,,
ZYG11A,ZYG11A,,
ZYX,ZYX,,
,Chromosome 16p11.2 duplication syndrome,,
,Chromosome 16p11.2 deletion syndrome,,
,Chromosome 22q11.2 duplication syndrome,,
