alias	hgnc_symbol	source
Neucrin	DRAXIN	hgnc_alias_symbol
NEUD4	DPF1	hgnc_alias_symbol
NeuN	RBFOX3	hgnc_alias_symbol
Neur2	NEURL1B	hgnc_alias_symbol
Neurabin-I	PPP1R9A	hgnc_alias_symbol
NEURIM1	C11orf87	hgnc_alias_symbol
NEURL	NEURL1	hgnc_prev_symbol
neuro-d4	DPF1	hgnc_alias_symbol
neurocrescin	RABEP1	hgnc_alias_symbol
NEUROD	NEUROD1	hgnc_prev_symbol
NeuroD	NEUROD1	hgnc_alias_symbol
NEUROD3	NEUROG1	hgnc_prev_symbol
Neurodap1	PJA2	hgnc_alias_symbol
neuroLNC	MIR124-1HG	hgnc_alias_symbol
neurosin	KLK6	hgnc_alias_symbol
NEW1CP	ZDHHC14	hgnc_alias_symbol
Nex1	NEUROD6	hgnc_alias_symbol
NEX1M	NEUROD6	hgnc_alias_symbol
nexilin	NEXN	hgnc_alias_symbol
nexin	SERPINE2	hgnc_alias_symbol
Nezha	CAMSAP3	hgnc_alias_symbol
NF	NFASC	hgnc_alias_symbol
NF-66	INA	hgnc_alias_symbol
NF-AT5	NFAT5	hgnc_alias_symbol
NF-ATC	NFATC1	hgnc_alias_symbol
NF-ATP	NFATC2	hgnc_alias_symbol
NF-E2	NFE2	hgnc_alias_symbol
NF-E3	NR2F2	hgnc_alias_symbol
NF-E4	NFE4	hgnc_alias_symbol
NF-H	NEFH	hgnc_alias_symbol
NF-HEV	IL33	hgnc_alias_symbol
NF-I	NFIC	hgnc_alias_symbol
NF-IL3A	NFIL3	hgnc_alias_symbol
NF-IL6-beta	CEBPD	hgnc_alias_symbol
NF-kappaB	NFKB1	hgnc_alias_symbol
NF-kB1	NFKB1	hgnc_alias_symbol
NF-kB2	NFKB2	hgnc_alias_symbol
NF-M	NEFM	hgnc_alias_symbol
NF-YA	NFYA	hgnc_alias_symbol
NF-YB	NFYB	hgnc_alias_symbol
NF-YC	NFYC	hgnc_alias_symbol
NF110	ILF3	hgnc_alias_symbol
NF110b	ILF3	hgnc_alias_symbol
NF15S2	MST1	hgnc_alias_symbol
NF1A	NFIX	hgnc_alias_symbol
NF1HHS	NF1P1	hgnc_alias_symbol
NF1L1	NF1P3	hgnc_prev_symbol
NF1L2	NF1P8	hgnc_prev_symbol
NF1L4	NF1P4	hgnc_prev_symbol
NF1L5	NF1P5	hgnc_prev_symbol
NF1L6	NF1P6	hgnc_prev_symbol
NF1L7	NF1P7	hgnc_prev_symbol
NF45	ILF2	hgnc_alias_symbol
NF68	NEFL	hgnc_alias_symbol
NF90	ILF3	hgnc_alias_symbol
NF90a	ILF3	hgnc_alias_symbol
NF90c	ILF3	hgnc_alias_symbol
NF90ctv	ILF3	hgnc_alias_symbol
NFAR-1	ILF3	hgnc_alias_symbol
NFAR-2	ILF3	hgnc_alias_symbol
NFAR110	ILF3	hgnc_alias_symbol
NFAR90	ILF3	hgnc_alias_symbol
NFAT1	NFATC2	hgnc_alias_symbol
NFAT2	NFATC1	hgnc_alias_symbol
NFAT3	NFATC4	hgnc_alias_symbol
NFAT4	NFATC3	hgnc_alias_symbol
NFATc	NFATC1	hgnc_alias_symbol
NFATL1	NFAT5	hgnc_alias_symbol
NFATp	NFATC2	hgnc_alias_symbol
NFATX	NFATC3	hgnc_alias_symbol
NFATZ	NFAT5	hgnc_alias_symbol
Nfb42	FBXO2	hgnc_alias_symbol
NFBD1	MDC1	hgnc_alias_symbol
NFBP	PDCD11	hgnc_alias_symbol
NFE1	GATA1	hgnc_alias_symbol
NFE1B	GATA2	hgnc_alias_symbol
NFE2U	MAFK	hgnc_alias_symbol
NFH	NEFH	hgnc_alias_symbol
NFI	NFIC	hgnc_prev_symbol
NFI-L	NFIA	hgnc_alias_symbol
NFI-RED	NFIB	hgnc_alias_symbol
NFIB2	NFIB	hgnc_alias_symbol
NFIB3	NFIB	hgnc_alias_symbol
NFIL3A	NFIL3	hgnc_alias_symbol
NFIL6	CEBPB	hgnc_alias_symbol
NFkappaB	NFKB1	hgnc_alias_symbol
NFKB-p50	NFKB1	hgnc_alias_symbol
NFKB3	RELA	hgnc_prev_symbol
NFKBI	NFKBIA	hgnc_prev_symbol
NFKBIKA	CHUK	hgnc_alias_symbol
NFKBIKB	IKBKB	hgnc_alias_symbol
NFKBIL	NFKBIL1	hgnc_prev_symbol
NFKBIL2	TONSL	hgnc_prev_symbol
NFL	NEFL	hgnc_alias_symbol
NFM	NEFM	hgnc_alias_symbol
NFSK	IL12A	hgnc_alias_symbol
NFT2	GABPA	hgnc_alias_symbol
NFX2	NFX1	hgnc_alias_symbol
NFYAP	NFYAP1	hgnc_prev_symbol
NG.1	IL19	hgnc_alias_symbol
NG1	GPSM3	hgnc_alias_symbol
NG1-1.6	NPM1P1	hgnc_alias_symbol
NG2-6	NPM1P2	hgnc_alias_symbol
NG20	APOM	hgnc_alias_symbol
NG22	SLC44A4	hgnc_alias_symbol
NG23	SAPCD1	hgnc_alias_symbol
NG24	LY6G6C	hgnc_alias_symbol
NG25	LY6G6D	hgnc_alias_symbol
NG26	ABHD16A	hgnc_alias_symbol
NG3	EGFL8	hgnc_alias_symbol
NG3-3	NPM1P3	hgnc_alias_symbol
NG31	MPIG6B	hgnc_alias_symbol
NG32	LY6G6F	hgnc_alias_symbol
NG33	LY6G5C	hgnc_alias_symbol
NG35	ZBTB12	hgnc_alias_symbol
NG36/G9a	EHMT2	hgnc_alias_symbol
NG37	VWA7	hgnc_alias_symbol
NG38	ATP6V1G2	hgnc_alias_symbol
NG4-5	NPM1P4	hgnc_alias_symbol
NG5	PRRT1	hgnc_alias_symbol
NG5-4	NPM1P5	hgnc_alias_symbol
NG6-4	NPM1P6	hgnc_alias_symbol
NG7	FKBPL	hgnc_alias_symbol
NG7-6	NPM1P7	hgnc_alias_symbol
NGAL	LCN2	hgnc_alias_symbol
NGalNAc-T1	B4GALNT4	hgnc_alias_symbol
NGALR	SLC22A17	hgnc_alias_symbol
nGAP	RASAL2	hgnc_alias_symbol
NgBR	NUS1	hgnc_alias_symbol
NGC	CSPG5	hgnc_alias_symbol
NGD	NGDN	hgnc_alias_symbol
NGD2	IFT52	hgnc_alias_symbol
NGD5	IFT52	hgnc_alias_symbol
NGEP	ANO7	hgnc_alias_symbol
NGF2	NTF3	hgnc_alias_symbol
NGFB	NGF	hgnc_prev_symbol
NGFI-A	EGR1	hgnc_alias_symbol
NGFI-C	EGR4	hgnc_alias_symbol
NGFIB	NR4A1	hgnc_alias_symbol
NGFRAP1	BEX3	hgnc_prev_symbol
NGFRAP1L1	BEX5	hgnc_prev_symbol
NGG1	TADA3	hgnc_alias_symbol
NGL	ERBB2	hgnc_prev_symbol
NGL-1	LRRC4C	hgnc_alias_symbol
NGL-2	LRRC4	hgnc_alias_symbol
NGL-3	LRRC4B	hgnc_alias_symbol
NGN	NEO1	hgnc_alias_symbol
ngn-2	NEUROG2	hgnc_alias_symbol
ngn1	NEUROG1	hgnc_alias_symbol
NGN2	NEUROG2	hgnc_alias_symbol
ngn3	NEUROG3	hgnc_alias_symbol
Ngp-1	GNL2	hgnc_alias_symbol
NgR	RTN4R	hgnc_alias_symbol
NgR1	RTN4R	hgnc_alias_symbol
NgR2	RTN4RL2	hgnc_alias_symbol
NgR3	RTN4RL1	hgnc_alias_symbol
NGRH1	RTN4RL2	hgnc_alias_symbol
NGRH2	RTN4RL1	hgnc_alias_symbol
NGS17	TAPBP	hgnc_alias_symbol
NGX6	TMEM8B	hgnc_alias_symbol
NGX6a	TMEM8B	hgnc_alias_symbol
NHA1	SLC9B1	hgnc_alias_symbol
NHA2	SLC9B2	hgnc_alias_symbol
NHC	HMGN4	hgnc_alias_symbol
NHE	SLC9C1	hgnc_alias_symbol
NHE-1	SLC9A1	hgnc_prev_symbol
NHE-3	SLC9A3	hgnc_alias_symbol
NHE-6	SLC9A6	hgnc_alias_symbol
NHE-7	SLC9A7	hgnc_alias_symbol
NHE-RF	NHERF1	hgnc_alias_symbol
NHE1	SLC9A1	hgnc_prev_symbol
NHE2	SLC9A2	hgnc_prev_symbol
NHE3	SLC9A3	hgnc_prev_symbol
NHE3P	SLC9A3P1	hgnc_prev_symbol
NHE4	SLC9A4	hgnc_alias_symbol
NHE5	SLC9A5	hgnc_alias_symbol
NHE6	SLC9A6	hgnc_alias_symbol
NHE7	SLC9A7	hgnc_alias_symbol
NHE8	SLC9A8	hgnc_alias_symbol
NHE9	SLC9A9	hgnc_alias_symbol
NHEDC1	SLC9B1	hgnc_prev_symbol
NHEDC1P1	SLC9B1P1	hgnc_prev_symbol
NHEDC1P2	SLC9B1P2	hgnc_prev_symbol
NHEDC2	SLC9B2	hgnc_prev_symbol
NHERF	NHERF1	hgnc_alias_symbol
NHERF-1	NHERF1	hgnc_alias_symbol
NHERF-2	NHERF2	hgnc_alias_symbol
NHERF3	PDZK1	hgnc_alias_symbol
NHL	RTEL1	hgnc_alias_symbol
NHN1	ZC3H18	hgnc_alias_symbol
NHP2L1	SNU13	hgnc_prev_symbol
NIACR1	HCAR2	hgnc_alias_symbol
NIAM	TBRG1	hgnc_alias_symbol
NIBAN	NIBAN1	hgnc_alias_symbol
NIBP	TRAPPC9	hgnc_alias_symbol
NICAL	MICAL1	hgnc_prev_symbol
NICALIN	NCLN	hgnc_alias_symbol
NICE-1	CRCT1	hgnc_alias_symbol
NICE-3	LTAP1	hgnc_alias_symbol
NICE-4	UBAP2L	hgnc_alias_symbol
NICE-5	UBE2Q1	hgnc_alias_symbol
nicein-100kDa	LAMC2	hgnc_alias_symbol
nicein-125kDa	LAMB3	hgnc_alias_symbol
nicein-150kDa	LAMA3	hgnc_alias_symbol
NICOL	NICOL1	hgnc_alias_symbol
NID	NID1	hgnc_prev_symbol
NID67	SMIM3	hgnc_alias_symbol
NIF	S100A9	hgnc_alias_symbol
NIF-1	ZNF335	hgnc_alias_symbol
NIF3L1BP1	THOC7	hgnc_alias_symbol
NIFIE14	TMEM147	hgnc_alias_symbol
NifS	NFS1	hgnc_alias_symbol
NifU	NFU1	hgnc_alias_symbol
NIFUC	NFU1	hgnc_alias_symbol
NIFUN	ISCU	hgnc_prev_symbol
NIL-2-A	ZEB1	hgnc_alias_symbol
NIM1	NIM1K	hgnc_alias_symbol
NIM3	RIMS3	hgnc_alias_symbol
NIMP	RTN4IP1	hgnc_alias_symbol
NIN1	NINJ1	hgnc_alias_symbol
Nin1p	PSMD8	hgnc_alias_symbol
nin283	ZNRF1	hgnc_alias_symbol
Nip	CRPPA	hgnc_alias_symbol
Nip1	BNIP1	hgnc_alias_symbol
Nip2	BNIP2	hgnc_alias_symbol
Nip3	BNIP3	hgnc_alias_symbol
NIP30	PSME3IP1	hgnc_alias_symbol
NIP45	NFATC2IP	hgnc_alias_symbol
Nip7-1	CCT7	hgnc_alias_symbol
NIPA	ZC3HC1	hgnc_alias_symbol
NIPA3	NIPAL1	hgnc_alias_symbol
NIPA4	NIPAL4	hgnc_alias_symbol
NIPAI	NIPA1	summary_A
NIPBL-AS	NIPBL-DT	hgnc_alias_symbol
NIPBL-AS1	NIPBL-DT	hgnc_prev_symbol
NIPP-1	PPP1R8	hgnc_alias_symbol
NIPP1	PPP1R8	hgnc_alias_symbol
NIPSNAP3	NIPSNAP3B	hgnc_alias_symbol
NIPSNAP4	NIPSNAP3A	hgnc_alias_symbol
NIR	NOC2L	hgnc_alias_symbol
NIR1	PITPNM3	hgnc_alias_symbol
NIR2	PITPNM1	hgnc_alias_symbol
NIR3	PITPNM2	hgnc_alias_symbol
NIS	SLC5A5	hgnc_alias_symbol
Nix	BNIP3L	hgnc_alias_symbol
NJAC	CXCL14	hgnc_alias_symbol
NJMU-R1	C17orf75	hgnc_alias_symbol
NK-p44	NCR2	hgnc_alias_symbol
NK-p46	NCR1	hgnc_alias_symbol
NK1	CD160	hgnc_alias_symbol
NK10	ZFP90	hgnc_alias_symbol
NK1R	TACR1	hgnc_alias_symbol
NK28	CD160	hgnc_alias_symbol
NK2R	TACR2	hgnc_alias_symbol
NK3	TAC3	hgnc_alias_symbol
NK3R	TACR3	hgnc_alias_symbol
NK4	IL32	hgnc_alias_symbol
NKAIN3-IT1	NKAIN3	hgnc_prev_symbol
nkat1	KIR2DL1	hgnc_alias_symbol
nkat10	KIR3DS1	hgnc_alias_symbol
nkat2	KIR2DL3	hgnc_alias_symbol
nkat2a	KIR2DL3	hgnc_alias_symbol
nkat2b	KIR2DL3	hgnc_alias_symbol
nkat3	KIR3DL1	hgnc_alias_symbol
nkat4	KIR3DL2	hgnc_alias_symbol
nkat4a	KIR3DL2	hgnc_alias_symbol
nkat4b	KIR3DL2	hgnc_alias_symbol
nkat5	KIR2DS2	hgnc_alias_symbol
nkat6	KIR2DL2	hgnc_alias_symbol
nkat7	KIR2DS3	hgnc_alias_symbol
nkat8	KIR2DS4	hgnc_alias_symbol
nkat9	KIR2DS5	hgnc_alias_symbol
NKB	TAC3	hgnc_alias_symbol
NKB1	KIR3DL1	hgnc_alias_symbol
NKB1B	KIR3DL1	hgnc_alias_symbol
NKCC1	SLC12A2	hgnc_alias_symbol
NKCC2	SLC12A1	hgnc_alias_symbol
NKEFA	PRDX1	hgnc_alias_symbol
NKEFB	PRDX2	hgnc_alias_symbol
NKG2	KLRC1	hgnc_prev_symbol
NKG2-A	KLRC1	hgnc_alias_symbol
NKG2-B	KLRC1	hgnc_alias_symbol
NKG2-C	KLRC2	hgnc_alias_symbol
NKG2-D	KLRK1	hgnc_alias_symbol
NKG2-E	KLRC3	hgnc_alias_symbol
NKG2-F	KLRC4	hgnc_alias_symbol
NKG2C	KLRC2	hgnc_alias_symbol
NKG2D	KLRK1	hgnc_alias_symbol
NKG5	GNLY	hgnc_alias_symbol
NKHC	KIF5A	hgnc_alias_symbol
NKHC2	KIF5C	hgnc_alias_symbol
NKIAMRE	CDKL3	hgnc_alias_symbol
NKLAM	RNF19B	hgnc_alias_symbol
NKNA	TAC1	hgnc_prev_symbol
NKNAR	TACR2	hgnc_prev_symbol
NKNB	TAC3	hgnc_prev_symbol
NKp30	NCR3	hgnc_alias_symbol
NKP46	NCR1	hgnc_alias_symbol
NKp65	KLRF2	hgnc_alias_symbol
NKp80	KLRF1	hgnc_alias_symbol
NKR	KLRB1	hgnc_prev_symbol
NKR-P1	KLRB1	hgnc_alias_symbol
NKR-P1A	KLRB1	hgnc_alias_symbol
NKR2B4	CD244	hgnc_alias_symbol
NKSF	IL12B	hgnc_alias_symbol
NKSF1	IL12A	hgnc_prev_symbol
NKSF2	IL12B	hgnc_prev_symbol
NKTL	SCYL1	hgnc_alias_symbol
NKX2-2AS	NKX2-2-AS1	hgnc_alias_symbol
Nkx2-9	NKX2-8	hgnc_alias_symbol
NKX2.2	NKX2-2	hgnc_alias_symbol
NKX2.3	NKX2-3	hgnc_alias_symbol
NKX2.4	NKX2-4	hgnc_alias_symbol
NKX2.5	NKX2-5	hgnc_alias_symbol
NKX2.8	NKX2-8	hgnc_alias_symbol
NKX2A	NKX2-1	hgnc_prev_symbol
NKX2B	NKX2-2	hgnc_prev_symbol
NKX2C	NKX2-3	hgnc_prev_symbol
NKX2D	NKX2-4	hgnc_prev_symbol
NKX2E	NKX2-5	hgnc_prev_symbol
NKX2H	NKX2-8	hgnc_prev_symbol
NKX3.1	NKX3-1	hgnc_alias_symbol
NKX3.2	NKX3-2	hgnc_alias_symbol
NKX3A	NKX3-1	hgnc_prev_symbol
NKX3B	NKX3-2	hgnc_alias_symbol
NKX4-1	NKX2-5	hgnc_alias_symbol
NKX4-2	NKX2-6	hgnc_alias_symbol
NKX4-3	NKX2-3	hgnc_alias_symbol
NKX5-1	HMX3	hgnc_alias_symbol
NKX5-2	HMX2	hgnc_alias_symbol
NKX5-3	HMX1	hgnc_alias_symbol
NKX6.1	NKX6-2	hgnc_alias_symbol
Nkx6.1	NKX6-1	hgnc_alias_symbol
NKX6A	NKX6-1	hgnc_prev_symbol
NKX6B	NKX6-2	hgnc_alias_symbol
NL1	MMEL1	hgnc_alias_symbol
NLBP	UFL1	hgnc_alias_symbol
NLC1-A	LINC00163	hgnc_alias_symbol
NLC1-B	LINC00165	hgnc_alias_symbol
NLC1-C	PICSAR	hgnc_alias_symbol
NLC1A	LINC00163	hgnc_alias_symbol
NLE	NLE1	hgnc_prev_symbol
NLF-1	NALF1	hgnc_alias_symbol
NLF1	C2CD4A	hgnc_alias_symbol
NLF2	C2CD4B	hgnc_alias_symbol
NLF3	C2CD4C	hgnc_alias_symbol
NLGN	NLGN4X	hgnc_alias_symbol
NLGN4	NLGN4X	hgnc_prev_symbol
NLGN4Y-AS	NLGN4Y-AS1	hgnc_prev_symbol
NLGN4YAS	NLGN4Y-AS1	hgnc_prev_symbol
NLI	LDB1	hgnc_alias_symbol
NLIIF	CTDSP1	hgnc_alias_symbol
NLK1	NEK2	hgnc_alias_symbol
NLP	NINL	hgnc_alias_symbol
NLP_1	NUP42	hgnc_alias_symbol
NLRA	CIITA	hgnc_alias_symbol
NLRB1	NAIP	hgnc_alias_symbol
NLRC1	NOD1	hgnc_alias_symbol
NLRC2	NOD2	hgnc_alias_symbol
NLRP2P	NLRP2B	hgnc_prev_symbol
NLRP3P	NLRP3P1	hgnc_prev_symbol
NLRP9P	NLRP9P1	hgnc_prev_symbol
NLRR3	LRRN3	hgnc_alias_symbol
NLRR4	LRRN4	hgnc_alias_symbol
NLT	SLC22A7	hgnc_alias_symbol
NLVCF	MRPL40	hgnc_prev_symbol
NLZ1	ZNF703	hgnc_alias_symbol
Nlz2	ZNF503	hgnc_alias_symbol
nM15	MAGEL2	hgnc_alias_symbol
NM23	NME1	hgnc_alias_symbol
NM23-H1	NME1	hgnc_alias_symbol
NM23-H10	RP2	hgnc_alias_symbol
NM23-H2	NME2	hgnc_alias_symbol
NM23-H3	NME3	hgnc_alias_symbol
nm23-H4	NME4	hgnc_alias_symbol
nm23-H5	NME5	hgnc_alias_symbol
NM23-H6	NME6	hgnc_alias_symbol
NM23-H7	NME7	hgnc_alias_symbol
NM23-H8	NME8	hgnc_alias_symbol
NM23-H9	NME9	hgnc_alias_symbol
NM23-LV	NME1-NME2	hgnc_alias_symbol
NM23H4	NME4	hgnc_alias_symbol
NMA	BAMBI	hgnc_alias_symbol
NMD3P	NMD3P1	hgnc_prev_symbol
NMDAR1	GRIN1	hgnc_prev_symbol
NMDAR2A	GRIN2A	hgnc_prev_symbol
NMDAR2B	GRIN2B	hgnc_prev_symbol
NMDAR2C	GRIN2C	hgnc_prev_symbol
NMDAR2D	GRIN2D	hgnc_prev_symbol
NMDARA1	GRINA	hgnc_prev_symbol
NME10	RP2	hgnc_alias_symbol
NMELV	NME1-NME2	hgnc_alias_symbol
NMES1	COXFA4L3	hgnc_alias_symbol
NMHC-II-A	MYH9	hgnc_alias_symbol
NMIG	KIAA0319	hgnc_alias_symbol
NML	RRP8	hgnc_alias_symbol
NMLY6	LY6H	hgnc_alias_symbol
NMMHCA	MYH9	hgnc_alias_symbol
NMMHCB	MYH10	hgnc_alias_symbol
NMNAT	NMNAT1	hgnc_alias_symbol
NMNATP	NMNAT1P1	hgnc_prev_symbol
NMO-1	OPN3	hgnc_alias_symbol
NMOR1	NQO1	hgnc_prev_symbol
NMOR2	NQO2	hgnc_prev_symbol
NMP200	PRPF19	hgnc_alias_symbol
NMP238	RUVBL1	hgnc_alias_symbol
NMP35	FAIM2	hgnc_alias_symbol
NMP4	ZNF384	hgnc_alias_symbol
NMR	LINC01672	hgnc_alias_symbol
NMRAL1P1	NMRAL2P	hgnc_prev_symbol
Nmrk	CD244	hgnc_alias_symbol
NMT	NMT1	hgnc_alias_symbol
nmt-tRNA-Gln-CTG-1-1	NMTRQ-CTG1-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-1-1	NMTRQ-TTG1-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-10-1	NMTRQ-TTG10-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-11-1	NMTRQ-TTG11-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-12-1	NMTRQ-TTG12-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-13-1	NMTRQ-TTG13-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-14-1	NMTRQ-TTG14-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-15-1	NMTRQ-TTG15-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-2-1	NMTRQ-TTG2-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-3-1	NMTRQ-TTG3-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-4-1	NMTRQ-TTG4-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-5-1	NMTRQ-TTG5-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-6-1	NMTRQ-TTG6-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-7-1	NMTRQ-TTG7-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-8-1	NMTRQ-TTG8-1	hgnc_alias_symbol
nmt-tRNA-Gln-TTG-9-1	NMTRQ-TTG9-1	hgnc_alias_symbol
nmt-tRNA-Leu-TAA-1-1	NMTRL-TAA1-1	hgnc_alias_symbol
nmt-tRNA-Leu-TAA-2-1	NMTRL-TAA2-1	hgnc_alias_symbol
nmt-tRNA-Leu-TAA-3-1	NMTRL-TAA3-1	hgnc_alias_symbol
nmt-tRNA-Leu-TAA-4-1	NMTRL-TAA4-1	hgnc_alias_symbol
nmt-tRNA-Leu-TAA-5-1	NMTRL-TAA5-1	hgnc_alias_symbol
nmt-tRNA-Leu-TAA-6-1	NMTRL-TAA6-1	hgnc_alias_symbol
nmt-tRNA-Pro-TGG-1-1	NMTRP-TGG1-1	hgnc_alias_symbol
nmt-tRNA-Ser-TGA-1-1	NMTRS-TGA1-1	hgnc_alias_symbol
nmt-tRNA-Ser-TGA-2-1	NMTRS-TGA2-1	hgnc_alias_symbol
nmt-tRNA-Ser-TGA-3-1	NMTRS-TGA3-1	hgnc_alias_symbol
nmt-tRNA-Val-TAC-1-1	NMTRV-TAC1-1	hgnc_alias_symbol
NMT55	NONO	hgnc_alias_symbol
NMU1R	NMUR1	hgnc_alias_symbol
NMU2R	NMUR2	hgnc_prev_symbol
NMYC	MYCN	hgnc_prev_symbol
NN8-4AG	SMYD5	hgnc_alias_symbol
Nna1	AGTPBP1	hgnc_alias_symbol
NNO2	MFRP	hgnc_alias_symbol
nNOS	NOS1	hgnc_alias_symbol
NNP-1	RRP1	hgnc_alias_symbol
Nnp1	RRP1B	hgnc_alias_symbol
NNT-1	CLCF1	hgnc_alias_symbol
NNT1	CLCF1	hgnc_alias_symbol
NNX3	URI1	hgnc_alias_symbol
NO145	SYCP2L	hgnc_alias_symbol
NO3	NBL1	hgnc_alias_symbol
NO52	RIOX2	hgnc_alias_symbol
NO55	P3H4	hgnc_alias_symbol
NO66	RIOX1	hgnc_alias_symbol
NOA36	NOAZFP	hgnc_alias_symbol
NOB1P	NOB1	hgnc_alias_symbol
NoBody	NBDY	hgnc_alias_symbol
NOBP	EBNA1BP2	hgnc_alias_symbol
NOC	NOCT	hgnc_alias_symbol
Noc2	RPH3AL	hgnc_alias_symbol
NOC4	EMC8	hgnc_prev_symbol
Noc4	NOC4L	hgnc_alias_symbol
NOCIR	OPRL1	hgnc_alias_symbol
NOD12	NLRP7	hgnc_alias_symbol
NOD13	NLRP3P1	hgnc_alias_symbol
NOD14	NLRP13	hgnc_alias_symbol
NOD16	NLRP8	hgnc_alias_symbol
NOD17	NLRP11	hgnc_alias_symbol
NOD24	NLRP2B	hgnc_alias_symbol
NOD25	NLRP9P1	hgnc_alias_symbol
NOD27	NLRC5	hgnc_alias_symbol
NOD3	NLRC3	hgnc_alias_symbol
NOD5	NLRP14	hgnc_alias_symbol
NOD6	NLRP9	hgnc_alias_symbol
NOD8	NLRP10	hgnc_alias_symbol
NOD9	NLRX1	hgnc_alias_symbol
NOE1	OLFM1	hgnc_alias_symbol
NOE2	OLFM2	hgnc_alias_symbol
NOE3	OLFM3	hgnc_alias_symbol
NOELIN	OLFM1	hgnc_alias_symbol
NOEY2	DIRAS3	hgnc_alias_symbol
NOF	MRPL49	hgnc_alias_symbol
NOF1	MRPL49	hgnc_alias_symbol
NOG1	GTPBP4	hgnc_alias_symbol
Nog2	GNL2	hgnc_alias_symbol
NOGO	RTN4	hgnc_alias_symbol
NOGOA	RTN4	hgnc_alias_symbol
NOGOB	RTN4	hgnc_alias_symbol
NOGOC	RTN4	hgnc_alias_symbol
NOGOR	RTN4R	hgnc_alias_symbol
NOH-1	NOX1	hgnc_alias_symbol
NOH-1L	NOX1	hgnc_alias_symbol
NOH1	NOX1	hgnc_alias_symbol
NOH61	DDX56	hgnc_alias_symbol
NOHLH	SOHLH1	hgnc_alias_symbol
NOK	STYK1	hgnc_alias_symbol
NOL1	NOP2	hgnc_prev_symbol
NOL14	NOP14	hgnc_prev_symbol
NOL1R	NSUN5	hgnc_alias_symbol
NOL1R2	NSUN5P2	hgnc_alias_symbol
NOL5A	NOP56	hgnc_prev_symbol
NOL5B	NOP56P1	hgnc_prev_symbol
NOL5BP	NOP56P1	hgnc_prev_symbol
NOLA1	GAR1	hgnc_prev_symbol
NOLA2	NHP2	hgnc_prev_symbol
NOLA2P1	NHP2P1	hgnc_prev_symbol
NOLA3	NOP10	hgnc_prev_symbol
NOLA4	DKC1	hgnc_alias_symbol
NOLP	NOL4	hgnc_alias_symbol
NOMO	NOMO2	hgnc_alias_symbol
NONHSAG033653	HORMAD2-AS1	hgnc_alias_symbol
NONHSAT089447.2	LRRC2-AS1	hgnc_alias_symbol
NOP	PNOC	hgnc_alias_symbol
Nop1	FBL	hgnc_alias_symbol
NOP10P	NOP10	hgnc_alias_symbol
NOP120	NOP2	hgnc_alias_symbol
Nop132	NOL8	hgnc_alias_symbol
Nop15	NIFK	hgnc_alias_symbol
NOP17	PIH1D1	hgnc_prev_symbol
Nop25	NOL12	hgnc_alias_symbol
NOP27	NOL7	hgnc_alias_symbol
NOP30	NOL3	hgnc_alias_symbol
NOP4	RBM28	hgnc_alias_symbol
NOP5	NOP58	hgnc_alias_symbol
NOP52	RRP1	hgnc_alias_symbol
Nop52	RRP1	hgnc_alias_symbol
NOP56-L	NOP56P1	hgnc_alias_symbol
NOP7	PES1	hgnc_alias_symbol
NOPD1	NSUN6	hgnc_prev_symbol
NOPE	IGDCC4	hgnc_alias_symbol
NOPP130	NOLC1	hgnc_alias_symbol
NOPP140	NOLC1	hgnc_alias_symbol
Nopp34	NIFK	hgnc_alias_symbol
NOPr	OPRL1	hgnc_alias_symbol
NOR-90	UBTF	hgnc_alias_symbol
NORE1	RASSF5	hgnc_alias_symbol
NORE2A	RASSF1	hgnc_alias_symbol
NORF1	UPF1	hgnc_alias_symbol
Nori-2p	TP53RK	hgnc_alias_symbol
Nori-3	PBK	hgnc_alias_symbol
NORPEG	RAI14	hgnc_alias_symbol
norrin	NDP	hgnc_alias_symbol
NOS	NOS1	hgnc_prev_symbol
NOS2A	NOS2	hgnc_prev_symbol
NOS2B	NOS2P2	hgnc_prev_symbol
NOS2C	NOS2P1	hgnc_prev_symbol
NOS3AS	ATG9B	hgnc_prev_symbol
NOT	NR4A2	hgnc_alias_symbol
NOT1	CNOT1	hgnc_prev_symbol
NOT1H	CNOT1	hgnc_alias_symbol
NOT2	CNOT2	hgnc_prev_symbol
NOT2H	CNOT2	hgnc_alias_symbol
NOT3	CNOT3	hgnc_prev_symbol
NOT3H	CNOT3	hgnc_alias_symbol
NOT4	CNOT4	hgnc_prev_symbol
NOT4H	CNOT4	hgnc_alias_symbol
Not56	ALG3	hgnc_alias_symbol
NOT56L	ALG3	hgnc_alias_symbol
